"","subj_idx","stim","response","rt","condition"
"363","1002","0","1",1.02488891700341,"0"
"364","1002","0","1",3.01577195800201,"0"
"365","1002","0","0",0.826973165996606,"0"
"366","1002","0","0",1.70575879199896,"0"
"367","1002","0","0",0.895529332992737,"0"
"368","1002","0.5","1",1.18528316699667,"0"
"369","1002","0.5","1",1.22741450001195,"0"
"370","1002","1.5","1",1.02450649999082,"0"
"371","1002","1.5","1",1.74552933299856,"0"
"372","1002","-1.5","0",0.861047500002314,"0"
"373","1002","-1.5","0",0.981284875000711,"0"
"374","1002","-0.5","0",1.13842720800312,"0"
"375","1002","-0.5","1",2.73337833299593,"0"
"376","1002","-0.5","0",1.29824883400579,"0"
"377","1002","0","0",2.79774854199786,"0"
"378","1002","0","1",2.42191841598833,"0"
"379","1002","0","1",2.44762099999934,"0"
"380","1002","0","1",1.22406537499046,"0"
"381","1002","0","1",1.13917462500103,"0"
"382","1002","0","0",1.22598970800755,"0"
"383","1002","0","1",1.24449616699712,"0"
"384","1002","0","1",2.26444733300013,"0"
"385","1002","0","1",3.04807745899598,"0"
"386","1002","0","0",1.90715745900525,"0"
"387","1002","0","1",1.23927608299709,"0"
"388","1002","0","1",2.16268891599611,"0"
"389","1002","0","1",1.54629191599088,"0"
"390","1002","0","1",2.52035604200501,"0"
"391","1002","0","1",2.13969570799964,"0"
"392","1002","0","0",0.887779457989382,"0"
"393","1002","0.5","1",0.968121334008174,"0"
"394","1002","0.5","1",1.91051370798959,"0"
"395","1002","1.5","1",0.966961583006196,"0"
"396","1002","1.5","1",1.31097595900064,"0"
"397","1002","-1.5","0",0.734995917009655,"1"
"398","1002","-1.5","0",0.883627542003524,"1"
"399","1002","-0.5","0",1.62483499999507,"1"
"400","1002","-0.5","0",1.01436687499518,"1"
"401","1002","-0.5","0",0.915009542004554,"1"
"402","1002","0","1",0.795250042006955,"1"
"403","1002","0","0",2.76111354099703,"1"
"404","1002","0","1",2.00153504199989,"1"
"405","1002","0","1",1.27448962500785,"1"
"406","1002","0","0",1.75732416700339,"1"
"407","1002","0","1",1.54123237500608,"1"
"408","1002","0","1",1.77526270899398,"1"
"409","1002","0","1",0.902226417005295,"1"
"410","1002","0","0",2.07848500000546,"1"
"411","1002","0","1",1.03137945799972,"1"
"412","1002","0","0",1.3610707080079,"1"
"413","1002","0","1",1.60811312499573,"1"
"414","1002","0","0",1.56910516599601,"1"
"415","1002","0","1",1.02487300000212,"1"
"416","1002","0","0",1.88753808299953,"1"
"417","1002","0.5","1",1.08115091700165,"1"
"418","1002","0.5","1",1.11056629099767,"1"
"419","1002","1.5","1",0.745629333992838,"1"
"420","1002","1.5","1",0.815114833007101,"1"
"421","1002","-1.5","0",0.750048292000429,"-1"
"422","1002","-1.5","0",2.60542220799834,"-1"
"423","1002","-0.5","1",1.96249020899995,"-1"
"424","1002","-0.5","1",2.49173070900724,"-1"
"425","1002","-0.5","1",2.80493325000862,"-1"
"426","1002","0","1",3.07005637499969,"-1"
"427","1002","0","1",2.98049200000241,"-1"
"428","1002","0","0",2.95224954200967,"-1"
"429","1002","0","0",0.926856166988728,"-1"
"430","1002","0","1",1.63570062500366,"-1"
"431","1002","0","1",2.4775070839969,"-1"
"432","1002","0","0",1.77971804099798,"-1"
"433","1002","0","1",2.1627785419987,"-1"
"434","1002","0","1",1.32849520900345,"-1"
"435","1002","0","0",2.26081325000268,"-1"
"436","1002","0","0",1.10785249999026,"-1"
"437","1002","0","1",1.53879195799527,"-1"
"438","1002","0","0",0.812871874994016,"-1"
"439","1002","0","0",1.68113449998782,"-1"
"440","1002","0","0",0.746889166999608,"-1"
"441","1002","0","0",0.785728375005419,"-1"
"442","1002","0.5","1",1.25051133299712,"-1"
"443","1002","0.5","1",1.39651116600726,"-1"
"444","1002","1.5","1",0.942070916993544,"-1"
"445","1002","1.5","1",0.980648125012522,"-1"
"446","1002","-1.5","0",1.3519962499995,"0"
"447","1002","-1.5","0",0.916600209005992,"0"
"448","1002","-0.5","0",1.3989075839927,"0"
"449","1002","-0.5","0",2.17336412498844,"0"
"450","1002","0","1",2.24508583299757,"0"
"451","1002","0","1",3.56000658299308,"0"
"452","1002","0","1",1.683923375007,"0"
"453","1002","0","0",2.18437675001041,"0"
"454","1002","0","1",1.92026825000357,"0"
"455","1002","0","1",2.60756508300256,"0"
"456","1002","0","1",1.70564004199696,"0"
"457","1002","0","0",2.11443699999654,"0"
"458","1002","0","0",3.46214054099983,"0"
"459","1002","0","0",2.0968090420065,"0"
"460","1002","0","0",2.66057325000293,"0"
"461","1002","0","1",2.6877354580065,"0"
"462","1002","0","0",2.41628249999485,"0"
"463","1002","0","1",2.00979604199529,"0"
"464","1002","0","1",2.01641195900447,"0"
"465","1002","0.5","1",2.23206049999862,"0"
"466","1002","0.5","0",2.23659174999921,"0"
"467","1002","0.5","1",1.44413141699624,"0"
"468","1002","1.5","1",1.60652237500472,"0"
"469","1002","1.5","1",1.24255749999429,"0"
"470","1002","-1.5","0",1.4272398329922,"-1"
"471","1002","-1.5","0",0.754828624994843,"-1"
"472","1002","-0.5","1",3.06704654199712,"-1"
"473","1002","-0.5","0",0.633665582994581,"-1"
"474","1002","0","0",0.839850959004252,"-1"
"475","1002","0","0",1.47462787499535,"-1"
"476","1002","0","0",1.23660962500435,"-1"
"477","1002","0","0",1.49249891701038,"-1"
"478","1002","0","1",1.12607762499829,"-1"
"479","1002","0","1",2.25789479100786,"-1"
"480","1002","0","1",1.80087008301052,"-1"
"481","1002","0","1",3.26107662499999,"-1"
"482","1002","0","0",2.21791179200227,"-1"
"483","1002","0","0",2.55130200000713,"-1"
"484","1002","0","0",1.78599487499741,"-1"
"485","1002","0","1",1.39544908299285,"-1"
"486","1002","0","0",1.58102787499956,"-1"
"487","1002","0","1",0.97799991699867,"-1"
"488","1002","0","0",1.29549187498924,"-1"
"489","1002","0","0",0.728886958997464,"-1"
"490","1002","0.5","1",1.40696029200626,"-1"
"491","1002","0.5","1",0.977961083000992,"-1"
