"","subj_idx","stim","response","rt","condition","MotCon"
"288","1001","0","1",0.823175291996449,"-1",1
"289","1001","0","1",0.821924000003492,"-1",1
"290","1001","-1.5","1",0.739758792013163,"-1",1
"291","1001","0","1",0.95677079098823,"-1",1
"292","1001","1.5","1",2.8623384579987,"-1",1
"293","1001","0","0",1.17151012500108,"-1",-1
"294","1001","0","1",0.697144834004575,"-1",1
"295","1001","0.5","1",0.744470417004777,"-1",1
"296","1001","0","1",0.939998875008314,"-1",1
"297","1002","0","0",2.11443699999654,"0",0
"298","1002","0.5","1",1.44413141699624,"0",0
"299","1002","0","1",1.70564004199696,"0",0
"300","1002","0","0",2.41628249999485,"0",0
"301","1002","0","1",1.92026825000357,"0",0
"302","1002","0","0",2.0968090420065,"0",0
"303","1002","-0.5","0",2.17336412498844,"0",0
"304","1002","0","1",2.01641195900447,"0",0
"305","1002","0","1",2.6877354580065,"0",0
"306","1002","-1.5","0",1.3519962499995,"0",0
"307","1002","-1.5","0",0.916600209005992,"0",0
"308","1002","0","0",2.18437675001041,"0",0
"309","1002","0","0",2.66057325000293,"0",0
"310","1002","0","1",2.00979604199529,"0",0
"311","1002","1.5","1",1.60652237500472,"0",0
"312","1002","0","1",1.683923375007,"0",0
"313","1002","1.5","1",1.24255749999429,"0",0
"314","1002","0","1",2.60756508300256,"0",0
"315","1002","0","0",3.46214054099983,"0",0
"316","1002","0","1",2.24508583299757,"0",0
"317","1002","0.5","1",2.23206049999862,"0",0
"318","1002","0.5","0",2.23659174999921,"0",0
"319","1002","0","1",3.56000658299308,"0",0
"320","1002","-0.5","0",1.3989075839927,"0",0
"321","1002","-1.5","0",1.23140716701164,"-1",-1
"322","1002","0","1",1.62430754200614,"-1",1
"323","1002","0","1",2.29168037501222,"-1",1
"324","1002","0","0",1.84685291700589,"-1",-1
"325","1002","0","1",1.99850679199153,"-1",1
"326","1002","0","0",1.65501029200095,"-1",-1
"327","1002","0","0",0.693943250007578,"-1",-1
"328","1002","-0.5","0",1.44561695899756,"-1",-1
"329","1002","0","1",3.16657958299038,"-1",1
"330","1002","-0.5","0",1.01488499999687,"-1",-1
"331","1002","0","1",2.34700679100933,"-1",1
"332","1002","-0.5","0",1.6072145000071,"-1",-1
"333","1002","0","1",1.28585425000347,"-1",1
"334","1002","0","0",1.70606912500807,"-1",-1
"335","1002","-1.5","0",0.742249040995375,"-1",-1
"336","1002","1.5","1",1.55607983400114,"-1",1
"337","1002","0","1",3.07789462499204,"-1",1
"338","1002","0","1",3.41210441700241,"-1",1
"339","1002","0.5","0",3.43183420799323,"-1",-1
"340","1002","0","0",3.30848191700352,"-1",-1
"341","1002","0","0",2.47913820898975,"-1",-1
"342","1002","0.5","1",1.10366170899943,"-1",1
"343","1002","1.5","1",1.87898520799354,"-1",1
"344","1002","0","0",3.32718620800006,"-1",-1
"345","1002","0","0",1.2327092919877,"-1",-1
"346","1002","-1.5","0",1.13185774999147,"1",-1
"347","1002","0","0",1.61422504200891,"1",-1
"348","1002","-1.5","0",0.934173000001465,"1",-1
"349","1002","0","1",1.48378037499788,"1",1
"350","1002","0","0",2.50448979200155,"1",-1
"351","1002","0","1",2.81883487499726,"1",1
"352","1002","0","1",2.09485529200174,"1",1
"353","1002","-0.5","0",2.35305866699491,"1",-1
"354","1002","0","1",1.08479629100475,"1",1
"355","1002","1.5","1",0.870968832998187,"1",1
"356","1002","0","0",3.09398087499721,"1",-1
"357","1002","0.5","1",1.19130449999648,"1",1
"358","1002","0","1",1.72305987500295,"1",1
"359","1002","1.5","1",2.04216983300284,"1",1
"360","1002","0","1",3.05469437500869,"1",1
"361","1002","0","0",1.4674715000001,"1",-1
"362","1002","0","1",1.13381183300226,"1",1
"363","1002","0.5","1",1.01775691700459,"1",1
"364","1002","0","0",1.52532525001152,"1",-1
"365","1002","0","0",2.75998191701365,"1",-1
"366","1002","-0.5","0",2.77005179200205,"1",-1
"367","1002","-0.5","1",2.75766733298951,"1",1
"368","1002","0","1",3.30526733299484,"1",1
"369","1002","0","0",3.79603991699696,"1",-1
"370","1002","0","1",0.937736541993218,"1",1
"371","1002","0","1",1.39544908299285,"-1",1
"372","1002","1.5","1",1.58992312499322,"-1",1
"373","1002","0","0",0.728886958997464,"-1",-1
"374","1002","0","0",1.78599487499741,"-1",-1
"375","1002","0","1",3.26107662499999,"-1",1
"376","1002","-1.5","0",1.4272398329922,"-1",-1
"377","1002","0","0",1.23660962500435,"-1",-1
"378","1002","0","0",2.55130200000713,"-1",-1
"379","1002","0.5","1",1.64992554100172,"-1",1
"380","1002","0","1",2.25789479100786,"-1",1
"381","1002","0","1",0.97799991699867,"-1",1
"382","1002","0","0",0.839850959004252,"-1",-1
"383","1002","-1.5","0",0.754828624994843,"-1",-1
"384","1002","-0.5","0",0.633665582994581,"-1",-1
"385","1002","0","0",1.49249891701038,"-1",-1
"386","1002","0.5","1",0.977961083000992,"-1",1
"387","1002","0","1",1.80087008301052,"-1",1
"388","1002","0","1",1.12607762499829,"-1",1
"389","1002","0.5","1",1.40696029200626,"-1",1
"390","1002","0","0",1.47462787499535,"-1",-1
"391","1002","1.5","1",1.67428716699942,"-1",1
"392","1002","0","0",1.29549187498924,"-1",-1
"393","1002","0","0",2.21791179200227,"-1",-1
"394","1002","-0.5","1",3.06704654199712,"-1",1
"395","1002","0","0",1.58102787499956,"-1",-1
"396","1002","0","0",1.03775141699589,"0",0
"397","1002","0","0",0.895529332992737,"0",0
"398","1002","0","1",2.38452525000321,"0",0
"399","1002","0","1",3.02520345900848,"0",0
"400","1002","0","1",3.01577195800201,"0",0
"401","1002","-1.5","0",2.00354700000025,"0",0
"402","1002","0","1",3.21572725000442,"0",0
"403","1002","-1.5","0",0.805894791992614,"0",0
"404","1002","-0.5","0",0.727696833011578,"0",0
"405","1002","-0.5","0",2.42544512500172,"0",0
"406","1002","0","0",1.70575879199896,"0",0
"407","1002","0","0",2.27499674999854,"0",0
"408","1002","0","1",0.923955209000269,"0",0
"409","1002","0","0",2.32008554099593,"0",0
"410","1002","0","0",2.59678575000726,"0",0
"411","1002","1.5","1",1.02450649999082,"0",0
"412","1002","0.5","1",1.18528316699667,"0",0
"413","1002","0","1",1.02488891700341,"0",0
"414","1002","0","1",1.39274937500886,"0",0
"415","1002","0","0",0.826973165996606,"0",0
"416","1002","1.5","1",1.74552933299856,"0",0
"417","1002","-0.5","0",1.16131141599908,"0",0
"418","1002","0","0",1.14076400001068,"0",0
"419","1002","0","0",2.1327345000027,"0",0
"420","1002","0.5","1",1.22741450001195,"0",0
"421","1002","0","0",1.65672199999972,"1",-1
"422","1002","0","1",1.03613545899861,"1",1
"423","1002","0","1",2.57028904200706,"1",1
"424","1002","-1.5","0",1.01690612499078,"1",-1
"425","1002","0","1",1.03686866600765,"1",1
"426","1002","0.5","1",0.935933250002563,"1",1
"427","1002","-0.5","0",1.0807324579946,"1",-1
"428","1002","0","1",1.79860791600368,"1",1
"429","1002","-0.5","1",2.67376725000213,"1",1
"430","1002","0.5","1",1.68461970800126,"1",1
"431","1002","0","1",3.61233708300279,"1",1
"432","1002","1.5","1",1.10976433299948,"1",1
"433","1002","0.5","1",3.50686095800484,"1",1
"434","1002","0","0",1.06593420800345,"1",-1
"435","1002","-1.5","0",0.801234415994259,"1",-1
"436","1002","0","0",3.82094470900483,"1",-1
"437","1002","0","1",3.46734908300277,"1",1
"438","1002","0","1",2.60175737499958,"1",1
"439","1002","0","1",2.1524886249972,"1",1
"440","1002","0","1",2.72924370900728,"1",1
"441","1002","0","1",2.76976183400257,"1",1
"442","1002","0","1",1.83410266699502,"1",1
"443","1002","0","1",3.12299337500008,"1",1
"444","1002","0","0",2.54017704100988,"1",-1
"445","1002","1.5","1",1.87418204199639,"1",1
"446","1002","0","0",1.22598970800755,"0",0
"447","1002","0","0",1.90715745900525,"0",0
"448","1002","0","1",1.13917462500103,"0",0
"449","1002","0","1",2.52035604200501,"0",0
"450","1002","0","1",1.24449616699712,"0",0
"451","1002","0","1",2.42191841598833,"0",0
"452","1002","1.5","1",0.966961583006196,"0",0
"453","1002","0.5","1",0.968121334008174,"0",0
"454","1002","-0.5","1",2.73337833299593,"0",0
"455","1002","1.5","1",1.31097595900064,"0",0
"456","1002","0","1",2.26444733300013,"0",0
"457","1002","0","1",1.54629191599088,"0",0
"458","1002","0","1",2.16268891599611,"0",0
"459","1002","-0.5","0",1.29824883400579,"0",0
"460","1002","0.5","1",1.91051370798959,"0",0
"461","1002","0","0",0.887779457989382,"0",0
"462","1002","-1.5","0",0.981284875000711,"0",0
"463","1002","0","1",1.22406537499046,"0",0
"464","1002","0","1",2.44762099999934,"0",0
"465","1002","-0.5","0",1.13842720800312,"0",0
"466","1002","-1.5","0",0.861047500002314,"0",0
"467","1002","0","0",2.79774854199786,"0",0
"468","1002","0","1",3.04807745899598,"0",0
"469","1002","0","1",2.13969570799964,"0",0
"470","1002","0","1",1.23927608299709,"0",0
"471","1002","0","1",0.780352540998138,"1",1
"472","1002","0","1",3.53934254200431,"1",1
"473","1002","-1.5","0",1.12489312500111,"1",-1
"474","1002","0","1",2.07384687499143,"1",1
"475","1002","0","1",1.79755824999302,"1",1
"476","1002","0","1",1.93521287498879,"1",1
"477","1002","0.5","1",0.822445583005901,"1",1
"478","1002","-1.5","0",1.94840912500513,"1",-1
"479","1002","0","0",3.88370658300119,"1",-1
"480","1002","0","0",3.75540154099872,"1",-1
"481","1002","-0.5","1",1.75762758300698,"1",1
"482","1002","0","1",0.787282834004145,"1",1
"483","1002","0.5","1",1.72104695900634,"1",1
"484","1002","1.5","1",1.63243354200677,"1",1
"485","1002","0","1",3.26575745799346,"1",1
"486","1002","0.5","1",0.9555491659994,"1",1
"487","1002","0","1",2.98793375000241,"1",1
"488","1002","-0.5","1",2.190238708994,"1",1
"489","1002","0","1",2.0770202499989,"1",1
"490","1002","0","0",3.67617299999984,"1",-1
"491","1002","0","1",2.66206670900283,"1",1
"492","1002","1.5","1",1.35976095800288,"1",1
"493","1002","0","0",1.31674829199619,"1",-1
"494","1002","0","1",2.07635499999742,"1",1
"495","1002","0","1",1.22094654200191,"1",1
"496","1002","-0.5","1",2.1582221659919,"-1",1
"497","1002","0","1",2.15853600000264,"-1",1
"498","1002","0","1",1.73675833299058,"-1",1
"499","1002","1.5","1",0.864886124996701,"-1",1
"500","1002","1.5","1",0.924956749993726,"-1",1
"501","1002","-1.5","0",1.43501116700645,"-1",-1
"502","1002","0","1",2.38588600000367,"-1",1
"503","1002","0","1",2.23153112501313,"-1",1
"504","1002","-0.5","0",1.31552366699907,"-1",-1
"505","1002","0.5","0",2.90042254199216,"-1",-1
"506","1002","0","0",2.63888787500036,"-1",-1
"507","1002","0.5","1",1.01366154100106,"-1",1
"508","1002","0","1",2.43406866700388,"-1",1
"509","1002","0","0",1.50895320800191,"-1",-1
"510","1002","0","1",2.63385337499494,"-1",1
"511","1002","-1.5","0",0.690366333001293,"-1",-1
"512","1002","0","0",1.74990529099887,"-1",-1
"513","1002","0","0",1.61834283301141,"-1",-1
"514","1002","0","0",2.77465033400222,"-1",-1
"515","1002","0","1",2.22863120900001,"-1",1
"516","1002","0","0",1.13579749999917,"-1",-1
"517","1002","0.5","1",1.48166775000573,"-1",1
"518","1002","0","1",0.99155241700646,"-1",1
"519","1002","0","1",1.45183429199096,"-1",1
"520","1002","0","0",3.39389654199476,"-1",-1
"521","1002","0","0",2.07848500000546,"1",-1
"522","1002","0","0",1.3610707080079,"1",-1
"523","1002","0","0",1.88753808299953,"1",-1
"524","1002","1.5","1",0.745629333992838,"1",1
"525","1002","-0.5","0",1.01436687499518,"1",-1
"526","1002","0","1",1.27448962500785,"1",1
"527","1002","-1.5","0",0.883627542003524,"1",-1
"528","1002","-0.5","0",0.915009542004554,"1",-1
"529","1002","0","1",1.02487300000212,"1",1
"530","1002","0","1",1.03137945799972,"1",1
"531","1002","0","0",2.76111354099703,"1",-1
"532","1002","0","1",0.795250042006955,"1",1
"533","1002","0.5","1",1.11056629099767,"1",1
"534","1002","0","1",2.00153504199989,"1",1
"535","1002","0","0",1.56910516599601,"1",-1
"536","1002","-1.5","0",0.734995917009655,"1",-1
"537","1002","0","1",0.902226417005295,"1",1
"538","1002","0","0",1.75732416700339,"1",-1
"539","1002","0","1",1.54123237500608,"1",1
"540","1002","1.5","1",0.815114833007101,"1",1
"541","1002","0","1",1.77526270899398,"1",1
"542","1002","0","1",1.60811312499573,"1",1
"543","1002","-0.5","0",1.62483499999507,"1",-1
"544","1002","0.5","1",1.08115091700165,"1",1
"545","1002","0.5","1",1.25669808400562,"0",0
"546","1002","0","1",1.34021537500666,"0",0
"547","1002","0.5","1",0.949591583004803,"0",0
"548","1002","-1.5","0",0.928244875001838,"0",0
"549","1002","0","1",1.23268891700718,"0",0
"550","1002","0","1",0.977216957995552,"0",0
"551","1002","-0.5","0",2.49392929099849,"0",0
"552","1002","0","1",2.4721724580013,"0",0
"553","1002","-1.5","0",0.848343250007019,"0",0
"554","1002","1.5","1",1.09381237500929,"0",0
"555","1002","0","1",1.95039525000902,"0",0
"556","1002","0","0",0.919328999996651,"0",0
"557","1002","1.5","1",1.46959049999714,"0",0
"558","1002","0","1",2.57791399999405,"0",0
"559","1002","0","1",1.20724583300762,"0",0
"560","1002","0","1",1.9623295830097,"0",0
"561","1002","0","1",1.91317900001013,"0",0
"562","1002","-0.5","1",0.941301124999882,"0",0
"563","1002","0","1",0.991545874989242,"0",0
"564","1002","0.5","1",1.76228845800506,"0",0
"565","1002","0","1",1.08261745799973,"0",0
"566","1002","0","1",2.29743212499307,"0",0
"567","1002","0","1",1.39861950000341,"0",0
"568","1002","0","1",0.772922375006601,"0",0
"569","1002","0","1",1.54622274999565,"0",0
"570","1002","0","1",2.98049200000241,"-1",1
